t_stamp,P1_STATE,LIT101.Pv,FIT101.Pv,MV101.Status,P101.Status,P102.Status,P2_STATE,FIT201.Pv,AIT201.Pv,AIT202.Pv,AIT203.Pv,MV201.Status,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P207.Status,P208.Status,LS201.Alarm,LS202.Alarm,LSL203.Alarm,LSLL203.Alarm,P3_STATE,AIT301.Pv,AIT302.Pv,AIT303.Pv,LIT301.Pv,FIT301.Pv,DPIT301.Pv,MV301.Status,MV302.Status,MV303.Status,MV304.Status,P301.Status,P302.Status,PSH301.Alarm,DPSH301.Alarm,P4_STATE,LIT401.Pv,FIT401.Pv,AIT401.Pv,AIT402.Pv,P401.Status,P402.Status,P403.Status,P404.Status,UV401.Status,LS401.Alarm,P5_STATE,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,PIT501.Pv,PIT502.Pv,PIT503.Pv,P501.Status,P501.Speed,P502.Status,P502.Speed,MV501.Status,MV502.Status,MV503.Status,MV504.Status,PSH501.Alarm,PSL501.Alarm,P6_STATE,LIT601.Pv,LIT602.Pv,FIT601.Pv,FIT602.Pv,P601.Status,P602.Status,P603.Status,LSH601.Alarm,LSL601.Alarm,LSH602.Alarm,LSL602.Alarm,LSH603.Alarm,LSL603.Alarm
20-Feb-2026 09:05:10,1.0,640.3695,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.539093,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.8525,0.00025622136299999996,3.74863958,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.39581,0.000128049171,0.0,218.17482,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.767816999999999,307.844147,123.526016,11.4586,8.267111,0.0,5.976032,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,477.0892,549.442444,0.0,0.9431968000000001,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:11,1.0,640.3695,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.560242,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.8525,0.00025622136299999996,3.74863958,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.0882,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.767816999999999,307.844147,123.526016,11.4586,8.267111,0.0,5.943989,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,477.0892,549.442444,0.0,0.935507655,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:12,1.0,640.3695,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.590041000000001,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.5320429999999,0.00025622136299999996,3.74863958,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.04974,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.767816999999999,307.844147,123.526016,11.4586,8.267111,0.0,5.943989,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.15997300000004,549.442444,0.0,0.9238138000000001,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:13,1.0,640.3695,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.617278,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.5320429999999,0.00025622136299999996,3.74863958,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1005.8574800000001,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.771982000000001,307.844147,123.526016,11.4586,8.219047,0.0,5.943989,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.12793,549.442444,0.0,0.943517148,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:14,1.0,640.3695,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.649321,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.5320429999999,0.00025622136299999996,3.74863958,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.28046,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.776148,307.844147,123.526016,11.4586,8.203025,0.0,5.943989,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.12793,549.442444,0.0,0.9539295,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:15,1.0,640.3695,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.680403,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.8525,0.00025622136299999996,3.74863958,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.242,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.778711,307.844147,123.526016,11.4586,8.187003,0.0,6.02409649,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.5765,549.442444,0.0,0.9539295,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:16,1.0,640.919,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.708601,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.8525,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.35736,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.784158999999999,307.844147,123.526016,11.4586,8.187003,0.0,6.02409649,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.5765,549.442444,0.0,0.9419152,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:17,1.0,640.919,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.737761,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.34573400000002,23.46501,812.8525,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.43427,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.791849000000001,307.844147,123.526016,11.4586,8.187003,0.0,6.02409649,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.5765,549.4104,0.0,0.9486431999999999,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:18,1.0,640.4087519999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.764997,179.851318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.8525,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.665,0.000128049171,0.0,218.431168,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.799218,307.715973,123.526016,11.4586,8.187003,0.0,6.02409649,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.2560730000001,549.4104,0.0,0.9486431999999999,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:19,1.0,640.4087519999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.793514,179.748779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.5320429999999,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.242,0.000128049171,0.0,218.277359,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.799539,307.715973,123.526016,11.4586,8.187003,0.0,6.02409649,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.2560730000001,549.4104,0.0,0.9422356,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:20,1.0,640.4087519999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.814983,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.5320429999999,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.5496199999999,0.000128049171,0.0,218.277359,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.812356,307.715973,123.526016,11.4586,8.187003,0.0,6.02409649,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.22405999999995,549.4104,0.0,0.9343863000000001,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:21,1.0,640.4087519999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.835811999999999,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.5320429999999,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.20355,0.000128049171,0.0,218.277359,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.821649,307.715973,123.526016,11.4586,8.187003,0.0,5.96001,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.22405999999995,549.4104,0.0,0.933585346,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:22,1.0,640.4087519999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.855038,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.5320429999999,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.5496199999999,0.000128049171,0.0,218.277359,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.825814,307.715973,123.526016,11.4586,8.187003,0.0,5.9119459999999995,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.22405999999995,549.4104,0.0,0.9438375,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:23,1.0,640.4087519999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.870419,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.5320429999999,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.5880699999999,0.000128049171,0.0,218.328629,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.832222999999999,307.715973,123.526016,11.4586,8.187003,0.0,5.9119459999999995,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.22405999999995,549.4104,0.0,0.936789155,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:24,1.0,640.4087519999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.881313,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.5320429999999,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.6265300000001,0.000128049171,0.0,218.4568,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00153708213,0.00153634418,0.0,8.841835000000001,307.715973,123.526016,11.4586,8.187003,0.0,5.9119459999999995,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.22405999999995,549.4104,0.0,0.9489636,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:25,1.0,640.1732,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.889324,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.2517,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.43427,0.000128049171,0.0,218.4568,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00268989382,0.00153634418,0.0,8.847603,307.715973,123.526016,11.4586,8.187003,0.0,5.9119459999999995,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.448334,549.0579,0.0,0.94976455,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:26,1.0,640.0162349999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.891888,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.2517,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.6265300000001,0.000128049171,0.0,218.4568,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00268989382,0.00153634418,0.0,8.85305,307.715973,123.526016,11.4586,8.187003,0.0,5.9119459999999995,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.54446399999995,549.0579,0.0,0.9395124,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:27,1.0,640.0162349999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.891888,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65023375,200.47378500000002,23.46501,812.2517,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.47272,0.000128049171,0.0,218.4568,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00268989382,0.00153634418,0.0,8.857857000000001,307.715973,123.526016,11.4586,8.187003,0.0,5.9119459999999995,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.54446399999995,549.0579,0.0,0.9473617,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
20-Feb-2026 09:05:28,1.0,640.0162349999999,0.0,1.0,1.0,1.0,2.0,0.0,65.2396851,9.886761,179.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inactive,Inactive,Inactive,Active,99.0,7.65814066,200.47378500000002,23.46501,812.2517,0.00025622136299999996,3.73263335,1.0,1.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,1.0,1006.9726,0.000128049171,0.0,218.4568,1.0,1.0,1.0,1.0,1.0,Inactive,1.0,0.0026916174699999997,0.00268989382,0.00153634418,0.0,8.86042,307.715973,123.526016,11.4586,8.187003,0.0,5.9119459999999995,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Bad Input,Bad Input,2.0,476.54446399999995,549.0579,0.0,0.9512062,1.0,1.0,1.0,Inactive,Inactive,Active,Inactive,Inactive,Active
